#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], GPS sat [#], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
84557, 23.07, 994.25, 159.40, 341.56, 1.37, 172.62, 0.19, -1.28, -9.64, 0.19, -1.28, -9.64, 0.19, -1.28, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.28, -0.06, -9.93, 0.00, 0.01, 0.00, 6.90, -27.00, -72.30
84602, 23.08, 994.25, 159.43, 341.56, 1.37, 172.62, 0.18, -1.27, -9.65, 0.18, -1.27, -9.65, 0.18, -1.27, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.28, -0.08, -9.93, 0.01, -0.00, -0.00, 6.90, -27.00, -72.30
84647, 23.08, 994.25, 159.44, 341.56, 1.37, 172.62, 0.18, -1.31, -9.68, 0.18, -1.31, -9.68, 0.18, -1.31, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.26, -0.03, -9.94, 0.01, 0.01, -0.00, 6.90, -27.00, -72.30
84697, 23.08, 994.25, 159.44, 341.56, 1.37, 172.62, 0.17, -1.31, -9.67, 0.17, -1.31, -9.67, 0.17, -1.31, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.27, -0.03, -9.96, 0.01, 0.01, -0.01, 6.90, -27.00, -72.30
84745, 23.08, 994.24, 159.46, 341.56, 1.37, 172.62, 0.17, -1.28, -9.65, 0.17, -1.28, -9.65, 0.19, -1.29, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.28, -0.01, -9.99, 0.01, 0.00, 0.00, 6.75, -27.90, -72.90
84791, 23.08, 994.25, 159.43, 341.56, 1.37, 172.62, 0.20, -1.30, -9.64, 0.20, -1.30, -9.64, 0.20, -1.30, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, -0.28, -0.04, -9.94, 0.01, 0.00, -0.00, 6.75, -27.90, -72.90
84836, 23.08, 994.24, 159.46, 341.56, 1.37, 172.62, 0.21, -1.29, -9.62, 0.18, -1.28, -9.64, 0.18, -1.28, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.26, -0.06, -9.92, 0.01, 0.01, -0.00, 6.45, -27.15, -71.40
84888, 23.08, 994.24, 159.48, 341.56, 1.37, 172.62, 0.18, -1.26, -9.66, 0.18, -1.26, -9.66, 0.18, -1.26, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, -0.24, -0.05, -10.05, 0.01, 0.01, -0.00, 6.45, -27.15, -71.40
84935, 23.08, 994.24, 159.48, 341.56, 1.37, 172.62, 0.17, -1.28, -9.62, 0.17, -1.28, -9.62, 0.17, -1.28, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.55, -0.28, -0.05, -9.96, 0.01, 0.00, -0.00, 7.35, -25.80, -73.05
84978, 23.08, 994.25, 159.43, 341.56, 1.37, 172.62, 0.18, -1.30, -9.64, 0.18, -1.30, -9.64, 0.18, -1.30, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.55, -0.28, 0.00, -9.99, 0.01, 0.01, -0.00, 7.35, -25.80, -73.05
85026, 23.08, 994.25, 159.39, 341.56, 1.37, 172.62, 0.16, -1.30, -9.66, 0.16, -1.30, -9.66, 0.20, -1.30, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.27, -0.02, -9.93, 0.01, 0.00, -0.00, 7.35, -26.55, -72.60
85069, 23.08, 994.25, 159.41, 341.56, 1.37, 172.62, 0.18, -1.27, -9.64, 0.18, -1.27, -9.64, 0.18, -1.27, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.25, -0.02, -9.96, 0.01, 0.00, 0.00, 7.35, -26.55, -72.60
85119, 23.09, 994.25, 159.43, 341.56, 1.37, 172.62, 0.17, -1.27, -9.66, 0.17, -1.27, -9.66, 0.17, -1.27, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.29, -0.07, -9.89, 0.01, 0.00, -0.00, 6.75, -26.70, -71.70
85166, 23.09, 994.24, 159.48, 341.56, 1.37, 172.62, 0.18, -1.27, -9.66, 0.18, -1.27, -9.66, 0.18, -1.27, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.25, -0.03, -9.95, 0.01, 0.01, -0.00, 6.75, -26.70, -71.70
85210, 23.09, 994.24, 159.46, 341.56, 1.37, 172.62, 0.18, -1.28, -9.67, 0.18, -1.28, -9.67, 0.18, -1.28, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.31, -0.07, -9.92, 0.01, 0.00, -0.00, 7.20, -27.45, -72.90
85257, 23.09, 994.25, 159.44, 341.56, 1.37, 172.62, 0.19, -1.30, -9.67, 0.19, -1.30, -9.67, 0.18, -1.29, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.28, -0.06, -9.96, 0.01, 0.01, -0.01, 7.20, -27.45, -72.90
85302, 23.09, 994.24, 159.46, 341.56, 1.37, 172.62, 0.19, -1.29, -9.67, 0.19, -1.29, -9.67, 0.19, -1.29, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.31, -0.04, -9.99, 0.01, 0.01, -0.00, 7.20, -27.45, -72.90
85354, 23.09, 994.25, 159.40, 341.56, 1.37, 172.62, 0.18, -1.29, -9.66, 0.18, -1.29, -9.66, 0.18, -1.29, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.26, -0.07, -9.96, 0.01, 0.00, 0.00, 8.40, -26.25, -70.50
85399, 23.09, 994.26, 159.34, 341.56, 1.37, 172.62, 0.18, -1.29, -9.65, 0.18, -1.29, -9.65, 0.18, -1.29, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.24, -0.04, -9.93, 0.01, 0.01, 0.00, 8.40, -26.25, -70.50
85447, 23.09, 994.25, 159.40, 341.56, 1.37, 172.62, 0.17, -1.31, -9.63, 0.17, -1.31, -9.63, 0.17, -1.31, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.33, -0.06, -9.94, 0.01, 0.01, -0.00, 8.10, -26.25, -72.30
85491, 23.09, 994.25, 159.39, 341.56, 1.37, 172.62, 0.20, -1.29, -9.65, 0.20, -1.29, -9.65, 0.20, -1.29, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.35, -0.02, -9.96, 0.01, 0.00, -0.00, 8.10, -26.25, -72.30
85537, 23.09, 994.25, 159.37, 341.56, 1.37, 172.62, 0.17, -1.29, -9.63, 0.17, -1.29, -9.63, 0.17, -1.29, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.30, -0.08, -9.98, 0.01, 0.00, 0.00, 8.10, -26.25, -72.30
85589, 23.09, 994.26, 159.36, 341.56, 1.37, 172.62, 0.19, -1.29, -9.64, 0.18, -1.29, -9.65, 0.18, -1.29, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.23, -0.07, -9.95, 0.01, -0.00, -0.00, 8.10, -26.25, -72.30
85633, 23.09, 994.25, 159.39, 341.56, 1.37, 172.62, 0.18, -1.28, -9.67, 0.18, -1.28, -9.67, 0.18, -1.28, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.26, 0.00, -9.92, 0.01, 0.01, -0.00, 8.10, -26.25, -72.30
85681, 23.09, 994.25, 159.38, 341.56, 1.37, 172.62, 0.19, -1.28, -9.64, 0.19, -1.28, -9.64, 0.19, -1.28, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.32, -0.12, -9.94, 0.01, 0.01, 0.00, 8.10, -26.25, -72.30
85724, 23.09, 994.25, 159.38, 341.56, 1.37, 172.62, 0.20, -1.27, -9.66, 0.20, -1.27, -9.66, 0.20, -1.27, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.26, -0.03, -9.95, 0.01, 0.01, -0.01, 7.35, -25.05, -72.00
85770, 23.09, 994.24, 159.45, 341.56, 1.37, 172.62, 0.20, -1.30, -9.65, 0.18, -1.30, -9.64, 0.18, -1.30, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.55, -0.29, -0.06, -10.00, 0.01, 0.01, 0.00, 7.35, -25.05, -72.00
85821, 23.09, 994.24, 159.49, 341.56, 1.37, 172.62, 0.17, -1.26, -9.65, 0.17, -1.26, -9.65, 0.17, -1.26, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.23, -0.09, -9.95, 0.01, 0.01, 0.00, 9.00, -28.95, -71.70
85869, 23.09, 994.24, 159.50, 341.56, 1.37, 172.62, 0.18, -1.30, -9.64, 0.18, -1.30, -9.64, 0.18, -1.30, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.26, -0.06, -9.90, 0.01, 0.01, 0.00, 9.00, -28.95, -71.70
85913, 23.09, 994.24, 159.52, 341.56, 1.37, 172.62, 0.20, -1.27, -9.64, 0.20, -1.27, -9.64, 0.20, -1.27, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.31, -0.03, -9.98, 0.01, 0.01, 0.01, 7.20, -26.40, -72.15
85960, 23.09, 994.23, 159.56, 341.56, 1.37, 172.62, 0.18, -1.30, -9.64, 0.18, -1.30, -9.64, 0.16, -1.30, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.29, 0.00, -9.95, 0.01, 0.00, 0.00, 7.20, -26.40, -72.15
86011, 23.09, 994.24, 159.49, 341.56, 1.37, 172.62, 0.18, -1.28, -9.64, 0.18, -1.28, -9.64, 0.18, -1.28, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.25, -0.07, -9.89, 0.01, 0.01, -0.00, 7.65, -26.25, -72.30
86059, 23.09, 994.24, 159.51, 341.56, 1.37, 172.62, 0.18, -1.29, -9.62, 0.18, -1.29, -9.62, 0.18, -1.29, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -0.24, -0.02, -9.94, 0.01, 0.01, -0.00, 7.65, -26.25, -72.30
86102, 23.09, 994.25, 159.43, 341.56, 1.37, 172.62, 0.16, -1.27, -9.64, 0.16, -1.27, -9.64, 0.16, -1.27, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.21, -0.03, -9.96, 0.01, -0.00, -0.01, 7.65, -26.25, -72.30
86151, 23.09, 994.25, 159.38, 341.56, 1.37, 172.62, 0.19, -1.27, -9.61, 0.17, -1.27, -9.66, 0.17, -1.27, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.25, -0.04, -9.89, 0.01, 0.01, 0.00, 5.70, -28.20, -71.70
86195, 23.09, 994.25, 159.36, 341.56, 1.37, 172.62, 0.18, -1.30, -9.65, 0.18, -1.30, -9.65, 0.18, -1.30, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.55, -0.23, -0.05, -9.93, 0.01, 0.00, 0.00, 5.70, -28.20, -71.70
86246, 23.09, 994.26, 159.34, 341.56, 1.37, 172.62, 0.17, -1.28, -9.67, 0.17, -1.28, -9.67, 0.17, -1.28, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.29, -0.02, -9.93, 0.01, 0.00, 0.00, 8.40, -27.75, -70.50
86291, 23.09, 994.25, 159.39, 341.56, 1.37, 172.62, 0.19, -1.30, -9.64, 0.18, -1.26, -9.63, 0.18, -1.26, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.31, -0.06, -9.97, 0.01, 0.00, 0.00, 8.40, -27.75, -70.50
86338, 23.09, 994.25, 159.40, 341.56, 1.37, 172.62, 0.17, -1.29, -9.66, 0.17, -1.29, -9.66, 0.17, -1.29, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.30, -0.01, -9.96, 0.01, 0.01, 0.00, 8.25, -25.20, -73.20
86383, 23.09, 994.26, 159.34, 341.56, 1.37, 172.62, 0.18, -1.28, -9.62, 0.18, -1.28, -9.62, 0.18, -1.28, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.32, -0.06, -9.99, 0.01, 0.00, 0.00, 8.25, -25.20, -73.20
86427, 23.09, 994.26, 159.29, 341.56, 1.37, 172.62, 0.16, -1.29, -9.66, 0.16, -1.29, -9.66, 0.16, -1.29, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.34, -0.04, -9.94, 0.01, 0.01, -0.00, 6.30, -26.55, -72.30
86477, 23.09, 994.26, 159.35, 341.56, 1.37, 172.62, 0.17, -1.28, -9.66, 0.17, -1.28, -9.66, 0.17, -1.28, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.24, -0.03, -9.93, 0.01, 0.01, 0.00, 6.30, -26.55, -72.30
86523, 23.09, 994.26, 159.35, 341.56, 1.37, 172.62, 0.17, -1.30, -9.66, 0.19, -1.30, -9.64, 0.19, -1.30, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.30, -0.07, -9.95, 0.01, 0.01, -0.00, 6.30, -26.55, -72.30
86571, 23.09, 994.26, 159.33, 341.56, 1.37, 172.62, 0.17, -1.27, -9.63, 0.17, -1.27, -9.63, 0.17, -1.27, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.55, -0.23, -0.04, -9.90, 0.01, 0.01, 0.00, 6.30, -26.55, -72.30
86615, 23.09, 994.26, 159.34, 341.56, 1.37, 172.62, 0.18, -1.28, -9.63, 0.18, -1.28, -9.63, 0.18, -1.28, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -0.23, -0.04, -9.98, 0.01, 0.01, -0.00, 6.30, -26.55, -72.30
86661, 23.09, 994.26, 159.32, 341.56, 1.37, 172.62, 0.20, -1.31, -9.64, 0.20, -1.31, -9.64, 0.20, -1.31, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.29, -0.05, -10.00, 0.01, 0.00, 0.00, 6.30, -26.55, -72.30
86713, 23.09, 994.26, 159.31, 341.56, 1.37, 172.62, 0.20, -1.30, -9.62, 0.17, -1.31, -9.64, 0.17, -1.31, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -0.25, -0.04, -9.91, 0.01, 0.00, -0.00, 7.65, -25.80, -72.60
86756, 23.09, 994.26, 159.30, 341.56, 1.37, 172.62, 0.18, -1.29, -9.67, 0.18, -1.29, -9.67, 0.18, -1.29, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.20, -0.02, -9.92, 0.01, 0.00, 0.00, 7.65, -25.80, -72.60
86804, 23.09, 994.26, 159.35, 341.56, 1.37, 172.62, 0.20, -1.29, -9.67, 0.20, -1.29, -9.67, 0.20, -1.29, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.24, -0.02, -9.95, 0.01, 0.00, 0.00, 7.65, -25.80, -72.60
86849, 23.09, 994.26, 159.33, 341.56, 1.37, 172.62, 0.17, -1.28, -9.61, 0.17, -1.28, -9.61, 0.17, -1.28, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.20, -0.06, -9.88, 0.01, 0.01, 0.00, 8.70, -27.00, -71.55
86894, 23.09, 994.26, 159.29, 341.56, 1.37, 172.62, 0.19, -1.30, -9.62, 0.19, -1.30, -9.62, 0.19, -1.30, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.26, -0.05, -9.96, 0.01, 0.00, -0.00, 8.70, -27.00, -71.55
86945, 23.09, 994.26, 159.33, 341.56, 1.37, 172.62, 0.17, -1.30, -9.66, 0.17, -1.30, -9.66, 0.17, -1.30, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.31, -0.03, -9.91, 0.01, 0.00, -0.00, 6.60, -26.25, -72.60
86993, 23.09, 994.26, 159.30, 341.56, 1.37, 172.62, 0.17, -1.28, -9.68, 0.17, -1.28, -9.68, 0.17, -1.28, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.26, -0.09, -9.90, 0.01, 0.00, -0.00, 6.60, -26.25, -72.60
87038, 23.09, 994.27, 159.25, 341.56, 1.37, 172.62, 0.14, -1.30, -9.62, 0.14, -1.30, -9.62, 0.14, -1.30, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.31, -0.08, -9.80, 0.01, 0.01, 0.00, 8.25, -25.65, -71.70
87083, 23.09, 994.26, 159.34, 341.56, 1.37, 172.62, 0.17, -1.28, -9.65, 0.17, -1.28, -9.65, 0.17, -1.28, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.26, -0.08, -9.93, 0.01, 0.00, -0.00, 8.25, -25.65, -71.70
87135, 23.09, 994.26, 159.35, 341.56, 1.37, 172.62, 0.19, -1.29, -9.63, 0.17, -1.31, -9.67, 0.17, -1.31, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.21, -0.03, -9.92, 0.01, 0.00, 0.00, 6.00, -27.15, -72.15
87179, 23.09, 994.26, 159.32, 341.56, 1.37, 172.62, 0.17, -1.27, -9.65, 0.17, -1.27, -9.65, 0.17, -1.27, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.28, -0.05, -10.06, 0.01, 0.01, -0.00, 6.00, -27.15, -72.15
87225, 23.09, 994.26, 159.34, 341.56, 1.37, 172.62, 0.15, -1.28, -9.65, 0.15, -1.28, -9.65, 0.21, -1.29, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.22, -0.02, -10.05, 0.01, 0.00, 0.00, 7.80, -26.70, -72.45
87275, 23.09, 994.25, 159.42, 341.56, 1.37, 172.62, 0.22, -1.29, -9.62, 0.22, -1.29, -9.62, 0.15, -1.31, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.24, -0.07, -10.01, 0.02, 0.01, 0.00, 7.80, -26.70, -72.45
87318, 23.09, 994.25, 159.40, 341.56, 1.37, 172.62, 0.16, -1.30, -9.68, 0.16, -1.30, -9.68, 0.16, -1.30, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.30, 0.00, -9.90, 0.01, 0.00, 0.00, 8.25, -27.15, -72.15
87377, 23.09, 994.25, 159.40, 341.56, 1.37, 172.62, 0.19, -1.30, -9.63, 0.19, -1.30, -9.63, 0.19, -1.30, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.30, -0.04, -9.92, 0.01, 0.00, -0.00, 8.25, -27.15, -72.15
87421, 23.09, 994.26, 159.30, 341.56, 1.37, 172.62, 0.19, -1.30, -9.65, 0.19, -1.30, -9.65, 0.19, -1.30, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.55, -0.26, -0.05, -9.92, 0.01, 0.01, 0.00, 7.80, -27.15, -72.90
87467, 23.09, 994.26, 159.35, 341.56, 1.37, 172.62, 0.18, -1.29, -9.67, 0.18, -1.29, -9.67, 0.18, -1.29, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.33, -0.08, -9.95, 0.02, 0.01, 0.00, 7.80, -27.15, -72.90
87514, 23.09, 994.26, 159.33, 341.56, 1.37, 172.62, 0.18, -1.29, -9.68, 0.18, -1.29, -9.68, 0.18, -1.29, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.24, -0.08, -9.94, 0.01, 0.00, 0.00, 7.80, -27.15, -72.90
87558, 23.09, 994.25, 159.38, 341.56, 1.37, 172.62, 0.16, -1.28, -9.68, 0.16, -1.28, -9.68, 0.16, -1.28, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -0.25, -0.07, -9.89, 0.01, 0.01, -0.00, 7.80, -27.15, -72.90
87608, 23.09, 994.26, 159.33, 341.56, 1.37, 172.62, 0.18, -1.28, -9.64, 0.18, -1.28, -9.64, 0.18, -1.28, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.23, -0.04, -9.97, 0.01, 0.01, -0.00, 7.80, -27.15, -72.90
87656, 23.09, 994.26, 159.35, 341.56, 1.37, 172.62, 0.19, -1.28, -9.63, 0.19, -1.28, -9.63, 0.20, -1.29, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.35, -0.07, -9.94, 0.01, 0.00, -0.00, 7.80, -27.15, -72.90
87702, 23.09, 994.26, 159.35, 341.56, 1.37, 172.62, 0.19, -1.29, -9.65, 0.19, -1.29, -9.65, 0.19, -1.29, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.29, -0.03, -9.95, 0.01, 0.01, -0.00, 7.80, -27.15, -72.90
87747, 23.09, 994.26, 159.34, 341.56, 1.37, 172.62, 0.19, -1.29, -9.64, 0.19, -1.30, -9.65, 0.19, -1.30, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -0.30, -0.02, -9.95, 0.01, 0.01, 0.00, 7.80, -27.90, -73.20
87791, 23.09, 994.26, 159.33, 341.56, 1.37, 172.62, 0.19, -1.27, -9.66, 0.19, -1.27, -9.66, 0.19, -1.27, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, -0.24, -0.04, -9.97, 0.01, 0.00, 0.01, 7.80, -27.90, -73.20
87843, 23.09, 994.25, 159.38, 341.56, 1.37, 172.62, 0.16, -1.26, -9.64, 0.16, -1.26, -9.64, 0.16, -1.26, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.27, -0.05, -9.90, 0.01, 0.00, -0.00, 7.35, -27.75, -72.30
87887, 23.09, 994.25, 159.38, 341.56, 1.37, 172.62, 0.20, -1.29, -9.65, 0.19, -1.28, -9.65, 0.19, -1.28, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.28, -0.06, -9.94, 0.01, 0.01, -0.00, 7.35, -27.75, -72.30
87935, 23.09, 994.25, 159.37, 341.56, 1.37, 172.62, 0.19, -1.30, -9.62, 0.19, -1.30, -9.62, 0.19, -1.30, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.30, -0.02, -9.92, 0.01, 0.01, -0.00, 8.10, -27.75, -71.55
87979, 23.09, 994.25, 159.39, 341.56, 1.37, 172.62, 0.18, -1.28, -9.65, 0.18, -1.28, -9.65, 0.18, -1.28, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.23, -0.04, -9.96, 0.02, 0.01, 0.00, 8.10, -27.75, -71.55
