13.95,21.9,-74.25,-3,0.41,-9.64
14.85,22.5,-74.85,-1.14,0.81,-9.5
14.85,22.5,-74.85,-0.43,0.42,-8.73
14.85,22.5,-74.85,-3.99,0.9,-13.24
16.95,23.85,-73.2,-3.4,0.49,-8.82
16.95,23.85,-73.2,-3.32,0.26,-9.38
16.2,22.65,-73.95,-3.17,0.28,-9.47
16.2,22.65,-73.95,-3.25,0.28,-9.41
16.05,22.05,-74.4,-3.3,0.23,-9.28
16.05,22.05,-74.4,-3.16,0.27,-9.49
16.05,23.25,-73.65,-3.12,0.23,-9.54
16.05,23.25,-73.65,-3.2,0.29,-9.46
16.2,23.1,-73.5,-3.15,0.29,-9.58
16.2,23.1,-73.5,-2.91,0.28,-9.37
16.2,23.1,-73.5,-3.09,0.43,-8.76
16.2,23.1,-73.5,-2.42,0.31,-10.65
12.6,23.4,-72.9,-2.06,1.25,-10.83
12.6,23.4,-72.9,-3.17,-0.49,-10.07
12.6,23.4,-72.9,-2.52,-0.54,-8.42
12.6,23.4,-72.9,-2.22,0.6,-8.63
12.6,23.4,-72.9,-1.25,0.56,-9.94
11.1,22.65,-75.6,-0.95,0.69,-10.82
11.1,22.65,-75.6,-1.55,-0.15,-10.45
11.1,22.65,-75.6,-1.87,-0.05,-9.53
11.1,22.65,-75.6,-1.4,0.08,-10.43
10.35,23.85,-76.65,-2.78,-0.77,-10.49
10.35,23.85,-76.65,-1.72,-0.99,-10.39
10.35,23.85,-76.65,-1.58,-0.74,-9.86
10.35,23.85,-76.65,-0.66,-0.78,-9.62
9.9,21,-79.05,-0.98,0.02,-9.2
9.9,21,-79.05,-0.31,1.02,-8.9
9.9,21,-79.05,-1.05,0.14,-8.77
9.9,21,-79.05,-1.25,-0.45,-9.37
9.9,21,-79.05,-1.56,-0.42,-10.16
14.4,21.6,-77.4,-1.85,-0.72,-10.09
14.4,21.6,-77.4,-2.51,-0.08,-10.41
14.4,21.6,-77.4,-2.25,0.17,-9.85
14.4,21.6,-77.4,-1.93,-0.34,-9.72
13.95,23.85,-76.35,-2.38,-0.14,-8.35
13.95,23.85,-76.35,-3.06,-0.64,-10.3
14.25,23.55,-75.45,-3.35,0.03,-9.88
14.25,23.55,-75.45,-4.17,-0.08,-8.89
14.4,22.65,-75,-4.25,-0.39,-8.54
14.4,22.65,-75,-3.59,-0.1,-8.83
16.35,23.25,-74.1,-4.07,0.31,-9.03
16.35,23.25,-74.1,-3.93,0.42,-9.18
16.35,23.25,-74.1,-3.8,0.39,-9.33
15.6,21.75,-73.65,-4.27,-0.26,-8.16
15.6,21.75,-73.65,-4.78,-0.44,-9.01
16.5,23.4,-73.95,-4.73,0.25,-9.35
16.5,23.4,-73.95,-4.06,0.46,-9.72
17.4,24.3,-72.6,-4.08,0.19,-9.02
17.4,24.3,-72.6,-4.04,0.59,-8.65
16.95,24.45,-73.2,-4.03,0.9,-8.7
16.95,24.45,-73.2,-5.14,-0.77,-10.34
17.1,24,-72.6,-4.43,-0.18,-8.65
17.1,24,-72.6,-4,0.45,-9.13
17.4,24.75,-72.3,-3.97,0.47,-9.13
17.4,24.75,-72.3,-3.98,0.4,-9.11
16.05,25.05,-73.05,-3.8,0.43,-9.29
16.05,25.05,-73.05,-3.82,0.33,-9.24
18,24.45,-72.9,-3.91,0.34,-9.2
18,24.45,-72.9,-3.7,0.51,-9.14
18,24.45,-72.9,-3.79,0.98,-8.75
18.3,24.15,-72.15,-3.88,0.4,-9.23
18.3,24.15,-72.15,-3.71,0.33,-9.34
14.85,24.3,-73.35,-3.21,0.32,-9.39
14.85,24.3,-73.35,-3.18,0.74,-9.39
14.25,24.75,-73.65,-2.94,-0.18,-9.66
14.25,24.75,-73.65,-3.2,0.66,-9.44
12.6,23.85,-74.55,-3.1,0.41,-9.47
12.6,23.85,-74.55,-2.87,0.32,-9.54
13.35,24.15,-72.45,-2.62,0.25,-9.72
13.35,24.15,-72.45,-3.05,0.51,-9.45
15.15,23.85,-73.2,-3.17,0.39,-9.29
15.15,23.85,-73.2,-3.09,0.34,-9.5
15.15,23.85,-73.2,-2.83,0.33,-9.58
13.65,23.4,-75,-2.79,0.29,-9.59
13.65,23.4,-75,-2.9,0.37,-9.59
14.25,22.8,-73.65,-2.91,0.33,-9.55
14.25,22.8,-73.65,-3.03,0.32,-9.47
13.95,22.65,-75,-3.14,0.31,-9.39
13.95,22.65,-75,-3.07,0.29,-9.4
14.55,24,-74.4,-2.94,0.33,-9.48
14.55,24,-74.4,-2.86,0.31,-9.63
14.55,24,-74.4,-2.84,0.31,-9.52
14.55,24,-74.4,-2.81,0.27,-9.62
13.65,23.4,-75,-2.74,0.28,-9.57
13.65,23.4,-75,-2.8,0.33,-9.62
13.65,23.4,-75,-2.86,0.29,-9.51
13.65,23.4,-75,-2.81,0.31,-9.64
13.65,23.4,-75,-2.82,0.33,-9.6
13.65,23.85,-74.25,-2.9,0.24,-9.54
13.65,23.85,-74.25,-2.9,0.34,-9.53
13.65,23.85,-74.25,-2.95,0.27,-9.54
13.65,23.85,-74.25,-2.86,0.33,-9.59
15.45,23.85,-74.25,-3.02,0.25,-9.46
15.45,23.85,-74.25,-3.15,0.25,-9.4
15.45,23.85,-74.25,-3.13,0.33,-9.41
15.45,23.85,-74.25,-3.03,0.27,-9.53
15.3,23.55,-74.85,-3.03,0.27,-9.53
15.3,23.55,-74.85,-3.03,0.26,-9.46
15.3,23.55,-74.85,-3,0.32,-9.5
15.3,23.55,-74.85,-2.98,0.31,-9.46
14.25,24.3,-74.85,-2.93,0.29,-9.47
14.25,24.3,-74.85,-2.93,0.34,-9.5
14.25,24.3,-74.85,-2.9,0.29,-9.52
15.6,24.75,-74.1,-2.81,0.32,-9.63
15.6,24.75,-74.1,-2.96,0.35,-9.62
14.25,25.8,-73.35,-2.96,0.36,-9.4
14.25,25.8,-73.35,-3.08,0.49,-9.41
13.95,25.65,-74.55,-2.36,0.21,-10.32
13.95,25.65,-74.55,-1.74,0.36,-10.45
12.9,27.9,-74.25,-2.46,0.52,-9.46
12.9,27.9,-74.25,-2.57,0.35,-9.7
14.4,27.15,-73.95,-2.7,0.34,-9.49
14.4,27.15,-73.95,-2.69,0.36,-9.58
13.05,25.8,-75.15,-2.63,0.4,-9.67
13.05,25.8,-75.15,-2.61,0.33,-9.67
13.05,25.8,-75.15,-2.62,0.39,-9.62
12.75,26.55,-75.15,-2.6,0.32,-9.61
12.75,26.55,-75.15,-2.7,0.38,-9.58
14.7,25.95,-74.25,-2.7,0.37,-9.57
14.7,25.95,-74.25,-2.69,0.52,-9.6
14.25,27,-75.15,-2.62,0.3,-9.59
14.25,27,-75.15,-2.66,0.34,-9.64
12.6,26.4,-74.55,-2.54,0.31,-9.63
12.6,26.4,-74.55,-2.32,0.44,-9.54
14.4,26.4,-75.3,-2.74,0.7,-9.1
14.4,26.4,-75.3,-1.81,0.65,-10.08
14.7,27.15,-73.95,-3.05,0.15,-9.58
14.7,27.15,-73.95,-3.26,0.01,-9.33
14.7,27.15,-73.95,-3.05,0.64,-9.18
18,24.45,-72.9,-3.61,0.66,-9.73
18,24.45,-72.9,-2.96,0.56,-9.88
17.55,25.65,-73.5,-2.29,0.85,-9.38
17.55,25.65,-73.5,-2.72,0.66,-9.33
17.1,25.05,-74.4,-3.07,0.34,-9.67
17.1,25.05,-74.4,-3.66,0.39,-9.34
17.55,25.95,-73.95,-3.22,0.11,-9.38
17.55,25.95,-73.95,-2.74,0.33,-10.35
16.65,25.5,-72.6,-2.79,0.26,-10.12
16.65,25.5,-72.6,-2.45,0.34,-9.34
16.65,25.5,-72.6,-2.83,0.52,-8.51
16.65,25.5,-72.6,-3.15,0.55,-8.99
16.5,25.95,-72.9,-2.52,1.28,-10.45
16.5,25.95,-72.9,-3.09,-0.01,-9.24
16.5,25.95,-72.9,-2.18,0.21,-9.3
16.5,25.95,-72.9,-3.02,0.52,-9.39
16.5,25.95,-72.9,-2.94,1.06,-11.09
20.25,25.8,-73.05,-2.6,0.17,-9.43
20.25,25.8,-73.05,-6.37,1.28,-10.56
20.25,25.8,-73.05,-4.71,0.02,-9.56
20.25,25.8,-73.05,-2.41,0.36,-8.88
23.7,26.4,-68.25,-5.02,0.56,-8.91
23.7,26.4,-68.25,-5.57,0.39,-9.25
23.7,26.4,-68.25,-7.18,0.62,-8.16
23.7,26.4,-68.25,-5.28,1.61,-7.88
31.35,26.4,-61.5,-6.63,0.37,-7.53
31.35,26.4,-61.5,-6.76,0.37,-7.63
31.35,26.4,-61.5,-6.92,0.15,-6.63
31.35,26.4,-61.5,-7.17,-0.25,-5.82
34.35,27.3,-60.3,-6.71,0.42,-6.85
34.35,27.3,-60.3,-7.12,0.7,-7.54
34.35,27.3,-60.3,-6,-0.37,-6.99
34.35,27.3,-60.3,-6.45,0.12,-7.47
34.35,27.3,-60.3,-5.6,0.29,-8.28
29.4,25.5,-64.5,-6.12,0.23,-8.08
29.4,25.5,-64.5,-6.64,0.34,-8.27
29.4,25.5,-64.5,-6.29,0.46,-7.13
29.4,25.5,-64.5,-5.87,-0.13,-7.91
30.9,26.4,-62.85,-6.46,0.23,-7.9
30.9,26.4,-62.85,-6.06,0.86,-7.66
31.5,25.5,-61.65,-6.09,-0.1,-7.38
31.5,25.5,-61.65,-6.06,0.53,-8.22
30.45,26.55,-62.7,-5.55,0.44,-7.86
30.45,26.55,-62.7,-5.89,0.28,-7.93
26.85,27,-66,-5.83,0.81,-8.56
26.85,27,-66,-5.31,0.24,-8.32
26.85,27,-66,-5.73,0.27,-7.71
27.6,25.8,-64.2,-5.37,0.34,-8.59
27.6,25.8,-64.2,-5.8,0.73,-8
27.3,26.7,-66.45,-5.27,-0.83,-9
27.3,26.7,-66.45,-5.15,0.19,-8.57
25.5,25.95,-67.2,-5.03,0.03,-8.78
25.5,25.95,-67.2,-4.38,0.12,-9.11
24.3,26.25,-69.75,-4.52,0.11,-9.19
24.3,26.25,-69.75,-4.52,-0.16,-8.86
24,25.8,-69.45,-4.27,0.33,-9.2
24,25.8,-69.45,-4.49,0.22,-9.05
24.6,26.55,-68.4,-4.72,0.36,-8.71
24.6,26.55,-68.4,-4.66,0.18,-8.85
25.95,26.4,-67.95,-4.73,0.19,-8.73
25.95,26.4,-67.95,-4.69,0.25,-8.94
25.95,26.4,-67.95,-4.21,0.34,-8.65
24.6,26.25,-69.15,-4.69,0.43,-8.79
24.6,26.25,-69.15,-4.69,0.49,-8.87
23.7,25.95,-69.3,-4.86,0,-8.52
23.7,25.95,-69.3,-4.91,0.33,-8.83
25.05,25.8,-69.45,-4.74,0.16,-8.79
25.05,25.8,-69.45,-5.26,0.4,-8.72
25.35,25.5,-68.4,-4.74,0.01,-8.67
25.35,25.5,-68.4,-4.35,0.3,-8.63
25.2,24.9,-68.25,-4.01,0.34,-8.67
25.2,24.9,-68.25,-4.87,0.76,-9.4
26.25,25.65,-68.25,-4.63,0.38,-8.61
26.25,25.65,-68.25,-4.98,0.41,-8.19
26.25,25.65,-68.25,-4.95,0.23,-9.08
25.2,26.7,-68.25,-5.14,0.3,-7.51
25.2,26.7,-68.25,-5.23,0.4,-8.46
24.3,26.55,-66.6,-5.47,0.28,-8.12
24.3,26.55,-66.6,-4.94,0.21,-8.54
25.95,25.65,-68.25,-4.93,0.25,-8.61
25.95,25.65,-68.25,-4.9,0.22,-8.72
25.8,25.05,-68.4,-4.85,0.25,-8.76
25.8,25.05,-68.4,-4.93,0.29,-8.52
25.2,26.4,-68.55,-4.96,0.27,-8.69
25.2,26.4,-68.55,-4.94,0.29,-8.68
25.2,26.4,-68.55,-4.9,0.28,-8.7
25.2,26.4,-68.55,-5.04,0.25,-8.54
25.2,26.4,-67.95,-4.89,0.26,-8.78
25.2,26.4,-67.95,-4.92,0.24,-8.58
25.2,26.4,-67.95,-4.8,0.23,-8.71
25.2,26.4,-67.95,-4.88,0.21,-8.59
25.2,26.4,-67.95,-4.79,0.21,-8.84
24.6,27,-69.15,-4.78,0.16,-8.68
24.6,27,-69.15,-4.69,0.21,-8.78
24.6,27,-69.15,-4.74,0.22,-8.77
24.6,27,-69.15,-4.71,0.15,-8.76
25.2,25.95,-69.6,-4.69,0.22,-8.72
25.2,25.95,-69.6,-4.76,0.2,-8.78
25.2,25.95,-69.6,-4.74,0.21,-8.75
25.2,25.95,-69.6,-4.67,0.2,-8.71
25.2,25.65,-68.55,-4.72,0.22,-8.77
25.2,25.65,-68.55,-4.73,0.19,-8.75
25.2,25.65,-68.55,-4.66,0.21,-8.72
25.2,25.65,-68.55,-4.64,0.21,-8.94
25.2,25.65,-68.55,-4.67,0.21,-8.78
24.9,25.65,-69,-4.62,0.12,-8.81
24.9,25.65,-69,-4.64,0.22,-8.78
24.9,25.65,-69,-4.63,0.2,-8.82
24.9,25.65,-69,-4.61,0.24,-8.84
24.6,25.5,-69.15,-4.63,0.21,-8.79
24.6,25.5,-69.15,-4.63,0.19,-8.83
24.3,25.8,-69.15,-4.58,0.17,-8.76
24.3,25.8,-69.15,-4.63,0.18,-8.81
25.5,25.95,-69.3,-4.61,0.19,-8.88
25.5,25.95,-69.3,-4.69,0.2,-8.79
23.4,25.2,-69.3,-4.61,0.2,-8.8
23.4,25.2,-69.3,-4.6,0.19,-8.79
23.7,26.7,-69,-4.63,0.21,-8.79
23.7,26.7,-69,-4.66,0.17,-8.84
23.7,26.7,-69,-4.61,0.21,-8.77
24.15,25.65,-69,-4.62,0.18,-8.85
24.15,25.65,-69,-4.65,0.19,-8.79
24.45,25.65,-69.3,-4.62,0.12,-8.76
24.45,25.65,-69.3,-4.55,0.38,-9.01
23.7,25.95,-69.3,-4.55,0,-8.86
23.7,25.95,-69.3,-4.41,0.15,-9.04
23.25,25.05,-69.45,-4.36,0.23,-8.96
23.25,25.05,-69.45,-4.19,0.19,-9.01
23.55,26.55,-70.5,-4.2,0.23,-8.98
23.55,26.55,-70.5,-4.3,0.24,-9.04
24.3,26.25,-71.55,-4.26,0.23,-8.91
24.3,26.25,-71.55,-4.24,0.21,-9.02
22.35,25.65,-70.35,-4.28,0.18,-8.99
22.35,25.65,-70.35,-4.23,0.17,-8.99
21.45,26.55,-69.45,-4.22,0.17,-9.08
21.45,26.55,-69.45,-4.23,0.2,-9
21.45,26.55,-69.45,-4.16,0.2,-8.95
22.05,25.5,-69.45,-4.16,0.2,-8.99
22.05,25.5,-69.45,-4.17,0.21,-9.04
22.8,25.5,-70.95,-4.2,0.22,-9.06
22.8,25.5,-70.95,-4.19,0.25,-9.05
23.55,26.25,-69.45,-4.15,0.14,-9
23.55,26.25,-69.45,-4.14,0.24,-9.05
23.55,25.05,-70.2,-4.17,0.26,-9
23.55,25.05,-70.2,-4.1,0.23,-9.1
24,26.55,-71.55,-4.13,0.23,-9.01
24,26.55,-71.55,-4.11,0.21,-9.06
22.35,26.4,-70.35,-4.06,0.23,-9.03
22.35,26.4,-70.35,-4.14,0.2,-9.09
24,26.25,-70.5,-4.13,0.25,-9.04
24,26.25,-70.5,-4.13,0.21,-9.07
21.75,25.5,-70.5,-4.12,0.2,-9.03
21.75,25.5,-70.5,-4.11,0.2,-9.05
21.75,25.5,-70.5,-4.06,0.24,-9.07
21.75,27.3,-69.75,-4.09,0.17,-9.06
21.75,27.3,-69.75,-4.09,0.2,-9.05
22.65,25.95,-71.7,-4.13,0.22,-8.99
22.65,25.95,-71.7,-4.04,0.3,-8.97
22.5,25.8,-70.95,-3.87,0.23,-9.12
22.5,25.8,-70.95,-3.71,0.2,-9.14
22.5,25.8,-70.95,-3.59,0.24,-9.18
22.5,25.8,-70.95,-3.25,0.19,-9.2
17.4,26.55,-73.65,-2.78,0.31,-9.17
17.4,26.55,-73.65,-1.16,0.45,-9.07
17.4,26.55,-73.65,0.47,0.9,-10.39
17.4,26.55,-73.65,-0.11,0.05,-10.09
17.4,26.55,-73.65,-5.97,5.11,-19.8
11.85,25.95,-75,-1.14,0.63,-9.4
11.85,25.95,-75,1.3,0.43,-7.58
11.85,25.95,-75,-3.19,0.75,-13.52
11.85,25.95,-75,-0.52,-0.16,-9.32
9.3,25.95,-77.4,-0.88,0.45,-9.78
9.3,25.95,-77.4,-0.65,0.39,-9.94
9.3,25.95,-77.4,-0.78,0.26,-9.88
9.3,25.95,-77.4,-0.9,0.35,-9.97
10.05,26.4,-75.6,-0.55,0.24,-9.96
10.05,26.4,-75.6,-0.82,0.37,-9.93
10.05,26.4,-75.6,-0.8,0.28,-9.98
10.05,26.4,-75.6,-0.76,0.36,-9.93
10.5,26.55,-75.45,-1.19,0.34,-9.95
10.5,26.55,-75.45,-1.17,0.28,-9.7
10.5,26.55,-75.45,-1.58,0.23,-9.64
10.5,26.55,-75.45,-1.62,0.27,-9.83
10.5,26.55,-75.45,-1.6,0.26,-9.76
12.45,26.25,-75.45,-1.54,0.23,-9.7
12.45,26.25,-75.45,-1.22,0.34,-9.9
12.45,26.25,-75.45,-1.06,0.32,-9.88
12.45,26.25,-75.45,-2.76,-0.7,-14.43
9.15,25.8,-76.2,-0.7,1.3,-9.98
9.15,25.8,-76.2,-0.77,0.28,-9.95
9.15,25.8,-76.2,-0.74,0.24,-9.78
9.15,25.8,-76.2,-0.84,0.34,-9.89
9.6,25.95,-76.05,-0.77,0.34,-9.81
9.6,25.95,-76.05,-0.72,0.3,-9.91
9.6,25.95,-76.05,-0.8,0.36,-9.85
9.6,25.95,-76.05,-0.79,0.28,-9.92
